t              WireAirBox.fdtd_Point probe A_Ey_50_50_25.dat       incid
   0.27269797982232280E-007  -0.294029263E-007   0.000000000E+000
   0.27300611313285650E-007  -0.162931251E-007   0.000000000E+000
   0.27331424644339020E-007  -0.111914691E-007   0.000000000E+000
   0.27362237975392389E-007  -0.357865524E-007   0.000000000E+000
   0.27393051306445759E-007  -0.468141010E-007   0.000000000E+000
   0.27423864637499129E-007  -0.944567091E-009   0.000000000E+000
   0.27454677968552499E-007   0.971410330E-007   0.000000000E+000
   0.27485491299605869E-007   0.119845183E-006   0.000000000E+000
   0.27516304630659238E-007  -0.334945582E-007   0.000000000E+000
   0.27547117961712608E-007  -0.190691722E-006   0.000000000E+000
   0.27577931292765978E-007  -0.107530724E-006   0.000000000E+000
   0.27608744623819348E-007   0.122861820E-006   0.000000000E+000
   0.27639557954872718E-007   0.189435553E-006   0.000000000E+000
   0.27670371285926088E-007   0.239998172E-007   0.000000000E+000
   0.27701184616979457E-007  -0.139449455E-006   0.000000000E+000
   0.27731997948032827E-007  -0.110512772E-006   0.000000000E+000
   0.27762811279086197E-007   0.352640370E-007   0.000000000E+000
   0.27793624610139567E-007   0.876866011E-007   0.000000000E+000
   0.27824437941192937E-007   0.109636744E-008   0.000000000E+000
   0.27855251272246306E-007  -0.430579590E-007   0.000000000E+000
   0.27886064603299676E-007   0.451989450E-007   0.000000000E+000
   0.27916877934353046E-007   0.796684958E-007   0.000000000E+000
   0.27947691265406416E-007  -0.660339339E-007   0.000000000E+000
   0.27978504596459786E-007  -0.175395314E-006   0.000000000E+000
   0.28009317927513155E-007  -0.233215616E-007   0.000000000E+000
   0.28040131258566525E-007   0.210676845E-006   0.000000000E+000
   0.28070944589619895E-007   0.173256936E-006   0.000000000E+000
   0.28101757920673265E-007  -0.117096064E-006   0.000000000E+000
   0.28132571251726635E-007  -0.253717445E-006   0.000000000E+000
   0.28163384582780004E-007  -0.327162866E-007   0.000000000E+000
   0.28194197913833374E-007   0.212245396E-006   0.000000000E+000
   0.28225011244886744E-007   0.115437693E-006   0.000000000E+000
   0.28255824575940114E-007  -0.127055671E-006   0.000000000E+000
   0.28286637906993484E-007  -0.101410372E-006   0.000000000E+000
   0.28317451238046853E-007   0.102383602E-006   0.000000000E+000
   0.28348264569100223E-007   0.819797634E-007   0.000000000E+000
   0.28379077900153593E-007  -0.132413049E-006   0.000000000E+000
   0.28409891231206963E-007  -0.139991855E-006   0.000000000E+000
   0.28440704562260333E-007   0.115433906E-006   0.000000000E+000
   0.28471517893313703E-007   0.239625820E-006   0.000000000E+000
   0.28502331224367072E-007   0.108992708E-007   0.000000000E+000
   0.28533144555420442E-007  -0.267038246E-006   0.000000000E+000
   0.28563957886473812E-007  -0.179082548E-006   0.000000000E+000
   0.28594771217527182E-007   0.175970769E-006   0.000000000E+000
   0.28625584548580552E-007   0.269194629E-006   0.000000000E+000
   0.28656397879633921E-007  -0.439034693E-007   0.000000000E+000
   0.28687211210687291E-007  -0.247015578E-006   0.000000000E+000
   0.28718024541740661E-007  -0.238579076E-007   0.000000000E+000
   0.28748837872794031E-007   0.195186146E-006   0.000000000E+000
   0.28779651203847401E-007   0.245105838E-007   0.000000000E+000
   0.28810464534900770E-007  -0.194444084E-006   0.000000000E+000
   0.28841277865954140E-007  -0.485066778E-007   0.000000000E+000
   0.28872091197007510E-007   0.219157442E-006   0.000000000E+000
   0.28902904528060880E-007   0.153985070E-006   0.000000000E+000
   0.28933717859114250E-007  -0.173688392E-006   0.000000000E+000
   0.28964531190167619E-007  -0.281933296E-006   0.000000000E+000
   0.28995344521220989E-007   0.267018834E-007   0.000000000E+000
   0.29026157852274359E-007   0.328557434E-006   0.000000000E+000
   0.29056971183327729E-007   0.140888488E-006   0.000000000E+000
   0.29087784514381099E-007  -0.270318452E-006   0.000000000E+000
   0.29118597845434468E-007  -0.227636903E-006   0.000000000E+000
   0.29149411176487838E-007   0.187258152E-006   0.000000000E+000
   0.29180224507541208E-007   0.229459630E-006   0.000000000E+000
   0.29211037838594578E-007  -0.151738533E-006   0.000000000E+000
   0.29241851169647948E-007  -0.225302102E-006   0.000000000E+000
   0.29272664500701318E-007   0.139879319E-006   0.000000000E+000
   0.29303477831754687E-007   0.264201674E-006   0.000000000E+000
   0.29334291162808057E-007  -0.715311330E-007   0.000000000E+000
   0.29365104493861427E-007  -0.297537014E-006   0.000000000E+000
   0.29395917824914797E-007  -0.714986612E-007   0.000000000E+000
   0.29426731155968167E-007   0.250504513E-006   0.000000000E+000
   0.29457544487021536E-007   0.215909793E-006   0.000000000E+000
   0.29488357818074906E-007  -0.122716258E-006   0.000000000E+000
   0.29519171149128276E-007  -0.281111170E-006   0.000000000E+000
   0.29549984480181646E-007  -0.591805360E-008   0.000000000E+000
   0.29580797811235016E-007   0.271556814E-006   0.000000000E+000
   0.29611611142288385E-007   0.750902132E-007   0.000000000E+000
   0.29642424473341755E-007  -0.250479161E-006   0.000000000E+000
   0.29673237804395125E-007  -0.105096319E-006   0.000000000E+000
   0.29704051135448495E-007   0.250040841E-006   0.000000000E+000
   0.29734864466501865E-007   0.154976277E-006   0.000000000E+000
   0.29765677797555234E-007  -0.230341669E-006   0.000000000E+000
   0.29796491128608604E-007  -0.232453601E-006   0.000000000E+000
   0.29827304459661974E-007   0.145516879E-006   0.000000000E+000
   0.29858117790715344E-007   0.287368664E-006   0.000000000E+000
   0.29888931121768714E-007  -0.887175133E-008   0.000000000E+000
   0.29919744452822084E-007  -0.276271948E-006   0.000000000E+000
   0.29950557783875453E-007  -0.116003974E-006   0.000000000E+000
